,Comments,Ratings
426,"
                                The customer support was good with the HDFC LIMITED . The loan amount has been given with in the time period and the service was better with the HDFC LIMITED in regards to home loan service and I would say I am satisfied with the HDFC LIMITED home loan service. ","



 0.5
5.0/5 ""Blown Away!""
                            "
427,"
                                Around 5 years ago, I have got the home loan from the HDFC LIMITED, and I have closed it recently . The customer support service is average with the HDFC LIMITED, they give average service to the customers. The rate of interest and the charges are high with the HDFC LIMITED.","



 0.5
3.0/5 ""Satisfactory""
                            "
428,"
                                My home loan experience with HDFC LTD was good, the loan amount was for Rs 35 lakhs with nominal interest rate when compared to other banks. The tenure of this loan is 20 years and the customer service was very good. There was no delay in the service, follow up was done correctly and i received my loan amount within the given time.","



 0.5
4.0/5 ""Great!""
                            "
429,"
                                I have got the home loan service from the HDFC LIMITED and I have got the required loan amount from the HDFC LIMITED and they have disbursed the loan amount with in a month time. The rate of interest and the charges are average with the HDFC LIMITED.","



 0.5
4.0/5 ""Great!""
                            "
430,"
                                I have taken a home loan from HDFC limited and the approved loan amount is 67 lakhs. The rate of interest is 8.5% and the total tenure period was for 300 months. For constructed house they have lot of paper work even after approval and they don't tell all paper work needed in a single shot. Other than that everything was fine with HDFC.","



 0.5
2.0/5 ""Expected more""
                            "
431,"
                                I have my home loan with HDFC ltd which was taken  5 years back. The loan amount was 7 lakhs and the Interest rate was 9.35% which is very high than other banks. The customer service and responses was satisfactory  . The tenure period was 10 years. They have provided door step service for collecting documents so my overall experience was satisfactory .","



 0.5
4.0/5 ""Great!""
                            "
432,"
                                My home loan was taken with HDFC LTD  about 10  years back .The loan amount was 16.9 lakhs  and the Interest rate was 8.35% which is average . The tenure period was 10 years . The loan process was hassle free  and easy. Here the processing fee was also nominal. My overall experience was good in all.","



 0.5
4.0/5 ""Great!""
                            "
433,"
                                Hdfc Ltd home loan service is good. The rate of interest is little high compared to others in the market. The staffs are friendly and charges and interest is little high. The loan disbursement was  on time. The process is very fast on time, it was totally a good experience which I had with Hdfc Ltd home loan team.","



 0.5
3.0/5 ""Satisfactory""
                            "
434,"
                                My home loan is with HDFC LTD. It is a good process and the banking is also good. There were no hassles in the process and it was also convenient to get the loan through. I am using the services from 2014. The rate of interest and processing charges is normal.","



 0.5
5.0/5 ""Blown Away!""
                            "
435,"
                                HDFC Ltd loan process was quick, I spent only three hours for the documentation. Everything they done automatically . Within one and half day they have disbursed the amount, though I am not a customer of HDFC Ltd. The interest rate is also competitive as other banks.","



 0.5
4.0/5 ""Great!""
                            "
436,"
                                I have taken Home loan with HDFC Limited,the loan amount is 13 lakhs,the rate of interest is very high  as compared to others is 9.5% because of which i had transferred to different bank.the tenure is for nine  years,they had deducted .5% processing fees,They had processed within 20 days of time.I have no foreclosure charges.","



 0.5
4.0/5 ""Great!""
                            "
437,"
                                My existing loan was running with HDFC Limited, They started with 14% finally they came down to 8.5%. Being a service provider they should give initiation about the revised interest rate. But they didn't turn up, then I went to the bank and brought interest rate around 8.5%. Home loan process was good only concern about the transparency about the interest.","



 0.5
3.5/5 ""Pretty good""
                            "
438,"
                                I bank with HDFC LTD for the home loan. The process is good and they took time but still they were responsive when ever I had a query. The reason they delayed is only because the property is in another city of Bangalore. So they had to verify and complete the process. The rate of interest is of 8.4% and the processing fees was also okay. ","



 0.5
5.0/5 ""Blown Away!""
                            "
439,"
                                My home loan application was approved with HDFC LTD and the experience was good. The process was smooth and i received my loan amount on time.I have taken loan for Rs 9.4 lakhs with the rate of interest of 8.5% which is nominal rate. I pay an EMI of Rs 11150 and tenure of this loan is 12 years. Customer service was good and they collected documents on time. ","



 0.5
3.0/5 ""Satisfactory""
                            "
440,"
                                My home  loan was taken with HDFC ltd. The loan amount was 29 lakhs and the Interest rate was 8.5% which is average. The tenure period was 30 years. The loan process was really smooth and hassle free. They  have sanctioned the loan with the committed time. My overall experience was excellent. ","



 0.5
5.0/5 ""Blown Away!""
                            "
441,"
                                My home loan is from HDFC LTD and the banking process is good. The customer services are good and the response is on time as well. The rate of interest and processing charges are normal. It has been a hassle free experience till date. Overall good.","



 0.5
5.0/5 ""Blown Away!""
                            "
442,"
                                HDFC Ltd is overall good for the home loan. The process and the customer services is good and they are on time to respond too. The rate of interest does not make a difference to me as I am a government employee so I have a capped interest rate of 6%. So even if the interest rate is 12 to 15% and if I pay for it. The balance is reimbursed to me. I pay for only 6%. ","



 0.5
5.0/5 ""Blown Away!""
                            "
443,"
                                I have purchased a flat and I have taken a home loan from HDFC LTD.  The loan process was very easy and I got it done online. The executive came home to take my signature and cheque. After which they contacted me and the disbursement is happening online. I do not have to visit the bank. The rate of interest was of 8.45% and the processing charges is of 5K for 11lakhs loan.","



 0.5
5.0/5 ""Blown Away!""
                            "
444,"
                                I have taken my home loan from HDFC LTD and the process was good. The documentation was also hassles free. There were low charges when compared to the other banks. The after loan services are also good. The customer services and response is prompt.","



 0.5
4.0/5 ""Great!""
                            "
445,"
                                I have taken my home loan from HDFC LTD. The document process is good and there are no hassles in getting the loan through. The rate of interest and processing charges are normal. The after loan services are also good. It was convenient to get the loan with ease.","



 0.5
3.5/5 ""Pretty good""
                            "
446,"
                                I transferred my home loan to HDFC LTD and the process was simple and easy. The process was on time. The customer support and response is good and there are no hassles in the process. The document procedure is also normal. The rate of interest and processing charges are normal. It is better when compared to Axis Bank.","



 0.5
4.0/5 ""Great!""
                            "
447,"
                                I took Home Loan from HDFC Ltd since 2011, at the time interest rate was less,  but HDFC Ltd have offered me interest rate around 10%. But I didn't get a better interest as per the RBI norms, then I went to the bank to avail  lower interest with some processing fee. I would like to suggest, bank should be very transparent to provide reversed interest rate to the customer.","



 0.5
3.5/5 ""Pretty good""
                            "
448,"
                                The home loan service is good with the HDFC limited. The customer support service is good with the HDFC limited. They have disbursed the loan amount within 2 weeks of time. The rate of interest and the charges are average with the HDFC limited home loan services.","



 0.5
5.0/5 ""Blown Away!""
                            "
449,"
                                I have a home loan with Hdfc Ltd,the service is good with Hdfc Ltd. The documents have been collected from my door step. Hdfc Ltd staffs are good during the process. The interest rate 9.25 % which is fine compared to others,it is a excellent experience with Hdfc Ltd home loan department.","



 0.5
5.0/5 ""Blown Away!""
                            "
450,"
                                I have got the home loan from the HDFC LIMITED within 20days of time after submitting all the documents. The customer support and the executives gave me prompt response in regards to my home loan application. I haven't got the required loan amount.","



 0.5
4.0/5 ""Great!""
                            "
451,"
                                The processing fee was charged 0.5%with the HDFC LIMITED, but they told there is no additional charges at all, the promises need to be fulfilled by the HDFC LIMITED. The customer support service is good with the HDFC LIMITED. I am satisfied with the loan amount. ","



 0.5
4.0/5 ""Great!""
                            "
452,"
                                Around 3 years back I got the home loan from the HDFC LIMITED. They have disbursed the loan amount within 15 to 20 days of time. The require loan amount has been given and I am satisfied with it. The rate of interest and the charges are bit high at that time .","



 0.5
3.0/5 ""Satisfactory""
                            "
453,"
                                I got the home loan service from the  HDFC limited. The  HDFC limited executives are very friendly. The customer support and the response is very quick and fast from the  HDFC limited. They have disbursed the required loan amount and I am satisfied with it. ","



 0.5
4.5/5 ""Excellent!""
                            "
454,"
                                I have got the home loan amount with in the promised time. The customer support service is good with the HDFC LIMITED, they have send their executives to my place to collect the documents on time. The rate of interest and the charges are average with the HDFC LIMITED.","



 0.5
4.0/5 ""Great!""
                            "
455,"
                                I have got the home loan from the HDFC LIMITED within 20 days of time. The customer support service is good with the HDFC LIMITED and they sent their executives came to my place to collect the documents on time. The required loan amount has been disbursed and I am satisfied with it.","



 0.5
4.5/5 ""Excellent!""
                            "
456,"
                                My home loan experience with HDFC LTD was very good, the loan amount was sufficient and the rate of interest was nominal when compared to other sources in the market. Customer service of HDFC bank was good and they collected documents on time. It was a very nice service from HDFC.","



 0.5
4.0/5 ""Great!""
                            "
457,"
                                I have taken a home loan with HDFC LTD and my loan experience was very good. The loan amount was for Rs 15 lakhs with the nominal rate of interest when compared to all other sources. The process was smooth and i received my loan amount on time. Customer service was good and they provided door step service to collect the documents. The tenure of this loan is 20 years and it was overall a good service from HDFC.","



 0.5
5.0/5 ""Blown Away!""
                            "
458,"
                                I got attractive interest rate for the housing loan from HDFC, I have taken amount of Rs. 40 lakhs, within a month they have disbursed the amount. Documentation process was little higher than other bank. I got hassle free experience I got loan without any difficulties.","



 0.5
4.0/5 ""Great!""
                            "
459,"
                                HDFC LTD is good in the process for documentation. It is was quick and easy. I am also satisfied with rate of interest and processing charges. I have taken my home loan from them and the after loan services are also good. It is smooth and easy to bank with them.","



 0.5
4.0/5 ""Great!""
                            "
460,"
                                I have taken a Home loan from Hdfc Ltd. The processing was done on time, total processing time they took was 15 days, then the amount got sanctioned. So the service was good. The total loan amount I took was Rs. 8,50,000 for the period of 11 years and interest rate is 8.45%. I am happy with the loan and satisfied with the scheme.","



 0.5
5.0/5 ""Blown Away!""
                            "
461,"
                                I got the Home loan with the HDFC limited and they have given me the interest rate as 8.50%. I would like to say that the processing charges were really huge one for me with them like it was around five thousand Rupees. Otherwise the online services are very good with the HDFC LTD.","



 0.5
2.0/5 ""Expected more""
                            "
462,"
                                Customer service is good one with the HDFC limited and the rate of interest was fine one for me with them like it was around 8.35% for the Home loan. I would like to say that the response is good one for me with the HDFC limited till now, which I have experienced.","



 0.5
3.5/5 ""Pretty good""
                            "
463,"
                                I got the Home loan with the HDFC limited and the experience is hassle free. Its a commendable one and the customer service is an excellent one for me with them.  Processing charges and other things are also good one too.","



 0.5
4.0/5 ""Great!""
                            "
464,"
                                Rate of interest was around 8.4% for the Home loan with the HDFC limited. The loan amount got disbursed within five days of time. I would like to say that the processing charges were not on nominal end. Everything is good one with the HDFC limited.","



 0.5
3.0/5 ""Satisfactory""
                            "
465,"
                                I am going to take home loan from HDFC Limited, they are providing good offers hence I am interested with them. Its make my life easier because I hold account with them. I got housing loan approval for the amount of Rs. 34 lakhs. The documentation process was easy, they  done on time. Interest rate is also very good for me.","



 0.5
5.0/5 ""Blown Away!""
                            "
466,"
                                Experience were pretty good and there were regular follow ups  with the HDFC limited regarding the home loan, which I have applied. Rate of interest was around 8.4%, which I guess. I would like to say that the customer service and other things were good.","



 0.5
5.0/5 ""Blown Away!""
                            "
467,"
                                My experience was good one with the HDFC limited for the home loan. Follow up mechanism was not much good one with the HDFC limited for my home loan The loan amount got disbursed within 25 days of time as I would say, its the first disbursement.","



 0.5
4.0/5 ""Great!""
                            "
468,"
                                I  had experienced an excellent service when it comes to HDFC limited home loan. Very fast disbursement, if you are maintaining account with HDFC , there is  no need to submit any documents. Approval for the loan happens instant. I would like to appreciate the service rendered by HDFC LTD overall.","



 0.5
5.0/5 ""Blown Away!""
                            "
469,"
                                My home loan is ongoing with HDFC Limited. It was very good with them. They took only 48 hours to process the loan and it got approved. But I received the draft in a week's time, it was an excellent service. The rate of interest and charges are okay. ","



 0.5
5.0/5 ""Blown Away!""
                            "
470,"
                                The service is very good with the HDFC limited in regards to my home loan process. I have got the home loan around a year ago from the HDFC limited. The required loan amount  has been disbursed and I am satisfied with it. The rate of interest which I got was very low with HDFC limited when compared with others.","



 0.5
5.0/5 ""Blown Away!""
                            "
471,"
                                I had taken my home loan with HDFC Limited  3 months back. The rate of interest is best compared to others. I have purchased residential property for the business purpose. The loan process was immediate and disbursement was on time. The documentation process was simple.","



 0.5
5.0/5 ""Blown Away!""
                            "
472,"
                                My home loan is with HDFC LTD. The process was good and I got the loan on time. The interest rate and charges does not fluctuate as per the RBI rule. I need to go over and check the conversion and they get the fluctuated rate. The process overall is good.","



 0.5
4.0/5 ""Great!""
                            "
473,"
                                Marathon Innova, Lower Parel, Mumbai - 400013

I found property which is already approved with HDFC Bank. I asked Home Loan executive can I do Registration with this Property? They told me to go ahead with registration and stamp duty process.

My file handle Mr. Prasad Parasnis.
He is rude Person. He taken full one month period for home loan process & very cheap & disgusting treatment. Prasad suddenly told me your home loan is rejected.

Mr. Prasad don't you have clear idea about which document required for funding any property?

How can HDFC appoint such an uneducated person on a position to play with customer's financial condition...?","



 0.5
0.5/5 ""Unacceptable""
                            "
474,"
                                The rate of interest offer by Hdfc LTD  home loan department is 8.35 which is fine compared to others in the market.The customer support is good and the documents procedure was been easy ,it was totally a good experience with Hdfc LTD home loan team.","



 0.5
4.0/5 ""Great!""
                            "
475,"
                                I have got the Home loan service with the HDFC LIMITED around 5 years ago. The customer support was good with the HDFC LIMITED and they have disbursed  the loan amount within a week time. The rate of interest is floating which is average when compared with others.","



 0.5
4.0/5 ""Great!""
                            "
476,"
                                Rate of interest offered by Hdfc LTD for the home loan department is 8.3% which is fine compared to other credit service providers in the market. The customer service is good and the documentation part was been smooth. It was an excellent experience with HDFC LTD  home loan service.","



 0.5
4.5/5 ""Excellent!""
                            "
477,"
                                I am running a home loan with HDFC ltd from the year of 2016. The services are good with HDFC LTD. The interest rate was good and they charged processing around between 2500 to 3000 rupees. They provided a doorstep service for the documentation. I have purchased a residential property too.","



 0.5
5.0/5 ""Blown Away!""
                            "
478,"
                                I have taken a home loan with HDFC limited the loan  amount is 18 lakhs,rate of interest is very high as compared to others.I submitted documents,i paid my EMI through an ECS payment.I am not happy with rate of interest is not satisfactory hence i closed and got it swapped with different bank.","



 0.5
2.0/5 ""Expected more""
                            "
479,"
                                I have a housing loan with HDFC LTD and my loan experience was good with HDFC Ltd. The loan amount was for Rs 25 lakhs with the rate of interest of 8.9% which is nominal when compared to all other banks. The process was smooth and i received my loan amount within 1 week. Customer service was good and they provided door step service to collect the documents. The tenure of this loan is 20 years and it was overall a good experience with HDFC ltd","



 0.5
5.0/5 ""Blown Away!""
                            "
480,"
                                I am having the home loan with the HDFC limited  and the rate of interest is good one for me with them. Response is very nice one for me with them and they are very good too. I would like to say that the customer service is very organized with the HDFC limited.","



 0.5
4.0/5 ""Great!""
                            "
481,"
                                Hdfc Ltd home loan service was awesome ,they offer me a interest rate of 12 % which was high compared to others ,the documents part was been very smooth. The customer support was good ,it was a good experience with Hdfc Ltd home loan department.","



 0.5
4.0/5 ""Great!""
                            "
482,"
                                My home loan is with HDFC LTD and the process to get this loan was easy and hassle free. The documentation was minimal. I am offered a rate of around 10.5% and it is a fixed rate. The processing charges are normal and the after loan services are also good. ","



 0.5
4.0/5 ""Great!""
                            "
483,"
                                I am running a home loan with HDFC LTD. I have taken 2 home loans and paying 50K per month. It will be debited directly from my account. The documentation process is simple and executive came to my place and collected all the documents. I have purchased a residential property.","



 0.5
5.0/5 ""Blown Away!""
                            "
484,"
                                It was a good experience from HDFC LTD for the home loan i applied for . I got a better option from the other bank so i did not opt for this institution. The Customer service was good from their side  all the required Information was provided to me on a timely basis.","



 0.5
5.0/5 ""Blown Away!""
                            "
485,"
                                I canceled the loan application from my side. Actually they were in need some documents i did not have those documents so i cancelled it. The customer service was good from the institution side . From their side every Information was delivered on time . It was a good experience over all . ","



 0.5
3.0/5 ""Satisfactory""
                            "
486,"
                                I was looking for a loan transfer actually . the total amount was i should pay  is the same amount so i did not opt for the loan process . The  Customer service was good from the institution side . All the Information was given to me in a proper time and manner . I got a spot response  from them in all.","



 0.5
2.5/5 ""Just OK""
                            "
487,"
                                Actually i postponed the plan of buying a house now so i canceled the application from my end . I received call within a days time and the customer service was good from the bank side . As after i completed the application process i received Call in a days time  and on the call all the Information regarding the loan process was given to me . ","



 0.5
4.0/5 ""Great!""
                            "
488,"
                                My Home Loan experience with HDFC LTD was good, the process was very smooth and the loan amount was disbursed within 10 days. The loan amount was for Rs 20 lakhs with the rate of interest of 8.5% which is the best rate in the market. Customer service was good and documents were collected on time. The tenure of the loan is 20 years and it was overall a good service from HDFC LTD.","



 0.5
5.0/5 ""Blown Away!""
                            "
489,"
                                My home loan was taken with HDFC LTD  13 years back. The loan amount was 12 lakhs and the interest rate was 7.55% which was  lower than other banks in the market.The tenure period was 20 years and the loan process was very much satisfactory  .My overall experience was very good and it is very much recommendable . ","



 0.5
4.5/5 ""Excellent!""
                            "
490,"
                                I would say it was a real bad experience and service for the Home loan i applied  at HDFC LTD . From HDFC LTD  side no one called me . I also tried contacting the HDFC LTD but still they did not respond to it .The Customer service was not that good as i expected . There was no information given regarding the loan process . I will give a rating of 1.5 for this kind of experience . ","



 0.5
1.5/5 ""Bad""
                            "
491,"
                                I have taken a home loan from HDFC ltd 5 months back. All facilities are good with HDFC ltd. There are no hidden charges. The rate of interest was 8.99% when compared to other banks which was 0.1% less. I have purchased a residential property. The EMI payment made through ECS.","



 0.5
5.0/5 ""Blown Away!""
                            "
492,"
                                Actually the proprty i was looking for was in a remote area so they the HDFC LTD rejected the my loan application . The Customer service was not that good but was ok ok i can say .the bank people gave me all the required information for the loan process . It was a good experience i can say with the HDFC LTD . ","



 0.5
3.5/5 ""Pretty good""
                            "
493,"
                                It was a ok experience I had with HDFC LTD for the Home loan process . They were asking for providing to much of documentation to be submitted , the customer service was also not that good . I cancelled the application from my end .it was a average experience, I would say with the HDFC LTD . ","



 0.5
3.0/5 ""Satisfactory""
                            "
494,"
                                It was not a good experience with HDFC LTD for the loan process i applied for , it could have been more in a better way as i thought . From the institution side no one called and not even once they tried . The Customer service was good i can't blame the institution it is the branch, from the bank side no information was given regarding the loan process .","



 0.5
1.5/5 ""Bad""
                            "
495,"
                                My home loan was  taken with HDFC LTD 1.5 years back . The loan amount was 25 lakhs  and the interest rate was 9.20%  which was very high than other banks . The EMI period was 25 years and the processing  fee was nominal . The customer service and responses was up to the mark. ","



 0.5
5.0/5 ""Blown Away!""
                            "
496,"
                                i would give a good rating for the HDFC LTD because i also have a good experience with them . About the loan they said that they can't give the loan . The Customer service was good from the institution side. The Information about the loan process was not told to me . They canceled the application form the bank side and they did not even tell the reason why it got canceled .","



 0.5
5.0/5 ""Blown Away!""
                            "
497,"
                                It was not a happy experience as i expected it would be with HDFC LTD . the application got canceled due to the executive  did not come to pick the documents as i they said they will be coming for . I was waiting but no one came to pick the documents . they made me wait for 15 days as i was in urgency so i went to another bank  .","



 0.5
1.0/5 ""Really Bad""
                            "
498,"
                                It was a good customer service from the HDFC LTD side as i took a loan from them . the HDFC gave me a Full approval on the amount i asked for . the money got disbursed in 15 working days . The Rate of interest they charged  is 8.35% processing fee was there of 11K and they also told me about the pre closure and part payment option with no charges.","



 0.5
4.0/5 ""Great!""
                            "
499,"
                                The customer service was good from the HDFC LTD side . It was Full approval i got from the bank side . the money got Disbursed in a 10 working days . the Rate of interest was 8.35% that they charged the processing fee was there of 11K . the bank gave Pre closure and part payment they double the emi for the part payment , after a year .","



 0.5
4.0/5 ""Great!""
                            "
500,"
                                The customer service was good from the HDFC LTD side . I did not get a full approval it was 85% approval i got from the HDFC side . the Rate of interest was 8.35% as it was told . The money got Disbursed in a months time it was festival time also and also builder also made some delay from his end . the Processing fee 6K they charged . the Pre closure option is there after 3 emis i can do it any time i want .","



 0.5
4.0/5 ""Great!""
                            "
501,"
                                My home loan was taken with HDFC LTD. This was taken before 12 years. After a one year, I closed this home loan. The rate of interest was 8.40%, it was normal like other banks. I paid my premium through ECS.  HDFC ltd was providing a faster service Overall it was good.","



 0.5
5.0/5 ""Blown Away!""
                            "
502,"
                                It was a good experience with HDFC LTD for the home loan i applied for . Actually the bank was not giving me a full approval on the amount i asked for . It was a good customer service from the HDFC side . They provided me every information required for the loan process . After not getting the a full approval i did not opt for the loan process .","



 0.5
2.0/5 ""Expected more""
                            "
503,"
                                Over all it was not a good experience with HDFC LTD . They did not provide me good service from their end , the customer service is not that good as i thought it would be . Information was not delivered to me properly from the institution side . It could have been a better service from their end .","



 0.5
2.0/5 ""Expected more""
                            "
504,"
                                it was a good experience with HDFC LTD  for the home loan i applied for . The actually i postponded the construction so i did not opt for the loan process . The Customer service was good from HDFC end . The Follow ups were good and on proper time . They sanded me a mail regarding the information for the loan process . ","



 0.5
4.0/5 ""Great!""
                            "
505,"
                                It has been almost eight years now since I have taken a home loan service from HDFC LTD . The documents were submitted directly to their showroom as I already have a salary account with HDFC LTD. The interest rate was low the customer support was prompt it was a good experience with HDFC  LTD home loan service.","



 0.5
4.0/5 ""Great!""
                            "
506,"
                                i would say it was a very good experience with HDFC LTD as i applied for a Home loan . actually i did not take the loan . The institution was ready to give but i did not opt for it . the customer service was good from the bank side . The HDFC LTD people delivered me all the required information i needed for the loan process .","



 0.5
5.0/5 ""Blown Away!""
                            "
507,"
                                It was not a good experience with HDFC LTD as i expected it would be , as i thought . for the loan process they did not contacted properly . the customer service was not good as i thought it would be , they told me that i will be coming to my place for picking up the documents but no one turned up .","



 0.5
2.0/5 ""Expected more""
                            "
508,"
                                it was over all a good experience with HDFC LTD for the Home loan process . Actually i got a better optn from some other bank so i opted for that one . The Customer service was good from the HDFC LTD . The institution contacted me on time and delivered all the required Information regarding the loan.","



 0.5
4.5/5 ""Excellent!""
                            "
509,"
                                I am having the home loan with the HDFC limited and the interest rate was around 8.95%. The loan amount got disbursed within a month of time and they have to increase the speed of the process. I am happy with the HDFC limited.","



 0.5
5.0/5 ""Blown Away!""
                            "
510,"
                                My home loan experience with HDFC LTD was good, the loan amount was for Rs 25 lakhs with the rate of interest of 8.6% which is nominal when compared to other sources. The process was quite long, it took one month for the loan to get approved. Documents were collected door step but it took long time for verification. Customer service was good and they followed up correctly. The tenure of this loan is 20 years and there is no penalty on preclosure and part payment.","



 0.5
5.0/5 ""Blown Away!""
                            "
511,"
                                I had applied for a home loan with HDFC LTD through online channel. I have chosen HDFC Bank because my property was pre approved. It was easy to go with the pre approved banks. There were some hidden charges which was not explained clearly. The rate of interest was normal, and the rate of interest offered was 8.35%.","



 0.5
3.0/5 ""Satisfactory""
                            "
512,"
                                The home loan has been disbursed by HDFC limited around 6 months ago. The customer support was good with the HDFC limited. They have processed and approved the home loan within a week time. The rate of interest and the charges are average with the HDFC limited. I am satisfied with the loan amount. ","



 0.5
5.0/5 ""Blown Away!""
                            "
513,"
                                In the year of 1983, I applied for home loan from HDFC Limited, at the time there was no online process. Hence I undergone with lots of manual process. The valuation of property got changed it was serviced by HDFC,  Finally I took the loan from outside.","



 0.5
3.0/5 ""Satisfactory""
                            "
514,"
                                Got the home loan with the HDFC limited . I got it 7months ago. My home loan service was processed and approved within 4 weeks of time. The requested loan amount has been given and I am happy with it. The rate of interest was 8.60% and it is fixed for 3 years. The charges are also nominal with the HDFC limited home loan services.","



 0.5
5.0/5 ""Blown Away!""
                            "
515,"
                                Within the time the HDFC limited approve my home loan I got the home loan from bank so that was the reason I haven't got the home loan with HDFC limited. The customer support was good with the HDFC limited. The response was good with the HDFC limited.","



 0.5
5.0/5 ""Blown Away!""
                            "
516,"
                                I could not able to process the loan with HDFC LTD since i have got better deal from Axis bank. There is no processing charges with Axis as they waive off the processing fee. As i could not proceed further i am not much aware about the this institution.","



 0.5
2.5/5 ""Just OK""
                            "
517,"
                                It was an ok ok customer service from the HDFC LTD for the home loan process .the  required Information was given from the bank side . I actually expected them to be trasnperent from their side but they were not , the rate of interest was high was not the same as they told me . When i went for signing the documents i saw quite a difference in the rate of interest that i was told and what was on papers so i did not opt for it .","



 0.5
3.0/5 ""Satisfactory""
                            "
518,"
                                it was a good experience with HDFC LTD for the home loan process . the customer service is good from their end . the money got disbursed in 10 days of time .The institution gave me a Full approval on the amount i asked for . the Rate of interest was 8.4% processing fee was 0 , this was the best part i liked about . It did not give me Pre closure part payment option . It was a loan transfer i did .  ","



 0.5
4.0/5 ""Great!""
                            "
519,"
                                I have closed the home loan with the HDFC limited and the interest rate is around 10.05%, also the customer service is good . I would like to say that the response is fine one for me with the HDFC limited. I am happy with the HDFC limited.","



 0.5
5.0/5 ""Blown Away!""
                            "
520,"
                                I have applied with HDFC LIMITED for Home loan. Then i did not got any call back from their end for a period of time an by the time i have applied with some other bank and its got processed. later i received a call  from HDFC LTD regrading home loan .Since i have taken from some other institution i have closed that application with them. ","



 0.5
2.0/5 ""Expected more""
                            "
521,"
                                it was a good experience with HDFC LTD for the loan process , the customer service delivered from the bank side was good . The bank gave me a full approval and on the amount i asked for .the money got Disbursed to me in one and half week time . The rate of interest was 8.5% from the bank side it was given . The Processing fee was 12.5K they charged me and also the bank gave Per closure and part payment option with less charges .","



 0.5
4.0/5 ""Great!""
                            "
522,"
                                I am really not happy with the experience i had with HDFC Bank . The customer service was really not up to the mark .i received the call after a weeks time from the bank side . I went directly to the bank and it got approved within few days as i was urgently needing the money . The customer service is not that good . ","



 0.5
1.0/5 ""Really Bad""
                            "
523,"
                                It was a good customer service from the HDFC LTD side for my home loan process i applied for .the bank executive call and every information was delivered to me and also was explained . Actually that time i was moving to another city so i canceled it from my side ,it was a good experience over all .","



 0.5
4.0/5 ""Great!""
                            "
524,"
                                I have applied for the home loan transfer from HDFC LTD, my loan application was closed because i have just inquired about the home loan transfer. When it comes to customer service, there was no interaction with them and also there was no response. The rate of interest was nominal when compared to other banks.","



 0.5
2.0/5 ""Expected more""
                            "
525,"
                                It was a good experience with HDFC LTD for the home loan process .  Actually the signing authority was not in city from whom i am buying the home , so i was not able provide and documents so it got canceled .the Customer service was good . All the required Information was given to me . Every thing was good and smooth from the bank side .","



 0.5
4.0/5 ""Great!""
                            "
526,"
                                I feel the service was not that good from the HDFC LTD side for the home loan process . The process was very slow from the bank side .  They took 3 to 4  day  to login to the file . As i wanted the loan as soon as possible and before that i already applied in another and the they took a less than a week to disbursed the amount .","



 0.5
1.0/5 ""Really Bad""
                            "
527,"
                                I have requested for a Home loan with Hdfc limited.Tye loan amount  is 23 lakhs,rate of interest is 8.9% nominal compared to other banks.They called to share the details of the loan.I had personally dropped the  plan and got it from a different bank.","



 0.5
5.0/5 ""Blown Away!""
                            "
528,"
                                I have taken  a Home loan with Hdfc limited.The loan amount is 40 lakhs,rate of interest is 8.5% nominal as compared to others.They have deducted 10,000 as processing  fees.They have processed my loan within two weeks.I use net banking as well as Mobile App.","



 0.5
4.0/5 ""Great!""
                            "
529,"
                                I had applied for a Home  loan with HDFC LTD. The loan amount  is 30 lakhs,rate of interest is 8.35% nominal as compared to other banks. Its been three month since i have applied no one  has called me to Share the status of my application,otherwise the institution is good as i hold multiple products with them.","



 0.5
5.0/5 ""Blown Away!""
                            "
530,"
                                I have applied for the home loan from HDFC LTD, my loan application was closed because i have taken loan from other bank. When it comes to customer service, it was good, they responded on time and regular follow ups were done. The rate of interest was nominal when compared to other banks.","



 0.5
4.0/5 ""Great!""
                            "
531,"
                                I have taken home loan with HDFC LTD few years and it was a good loan experience. The loan amount was for Rs 22 lakhs with the nominal rate of interest. The process was too  long and it took one month for the loan to get approved. Customer service was good, they provided door step service to collect the documents and also they responded on time.","



 0.5
4.0/5 ""Great!""
                            "
532,"
                                I am not interested in taking a loan for now with HDFC LIMITED. Later in future if i am planning to take a home loan then i can consider HDFC LIMITED, if the rate of interest is feasible. The response and the follow up from the institution was perfectly fine. ","



 0.5
4.5/5 ""Excellent!""
                            "
533,"
                                As i have taken a personal loan i did not go up for a home loan. The institution was good and comfortable. In future if i am planning to take a home loan then i can consider HDFC LIMITED. The customer service and response from there end was satisfying. ","



 0.5
4.0/5 ""Great!""
                            "
534,"
                                I am having the home loan with the HDFC limited and the customer service is good one too like its a kind of fair. The loan amount got disbursed within three years of time, also am really happy with the HDFC limited for my home loan disbursal.","



 0.5
3.5/5 ""Pretty good""
                            "
535,"
                                I have applied for the home loan from HDFC LTD, my loan application was closed because the property was not in my name. Apart from this, there was no issue from the customer service, they responded on time and their service was good. The rate of interest is nominal when compared to all other sources in the market.","



 0.5
4.0/5 ""Great!""
                            "
536,"
                                I have applied for a home loan with HDFC LIMITED. But later i got the amount from some other source so that there was no requirement . Thus my application got closed. The response from the institution was good and satisfying. In future if i am planning to take a home loan then i will consider HDFC.","



 0.5
5.0/5 ""Blown Away!""
                            "
